"ticker.kalshi","title.kalshi","yes_sub_title.kalshi","id.polym","question.polym"
"KXPRESNOMD-28-HBID","Will Hunter Biden be the nominee for the Presidency for the Democratic party?","Hunter Biden",559667,"Will Michelle Obama win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-HBID","Will Hunter Biden be the nominee for the Presidency for the Democratic party?","Hunter Biden",559668,"Will Mark Kelly win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-HBID","Will Hunter Biden be the nominee for the Presidency for the Democratic party?","Hunter Biden",559669,"Will Rahm Emanuel win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-HBID","Will Hunter Biden be the nominee for the Presidency for the Democratic party?","Hunter Biden",559670,"Will Gina Raimondo win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-HBID","Will Hunter Biden be the nominee for the Presidency for the Democratic party?","Hunter Biden",559671,"Will Zohran Mamdani win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-HBID","Will Hunter Biden be the nominee for the Presidency for the Democratic party?","Hunter Biden",559672,"Will Roy Cooper win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-HBID","Will Hunter Biden be the nominee for the Presidency for the Democratic party?","Hunter Biden",559673,"Will John Fetterman win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-HBID","Will Hunter Biden be the nominee for the Presidency for the Democratic party?","Hunter Biden",559674,"Will Jared Polis win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-HBID","Will Hunter Biden be the nominee for the Presidency for the Democratic party?","Hunter Biden",559675,"Will Jon Stewart win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-HBID","Will Hunter Biden be the nominee for the Presidency for the Democratic party?","Hunter Biden",559676,"Will Barack Obama win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-HBID","Will Hunter Biden be the nominee for the Presidency for the Democratic party?","Hunter Biden",559677,"Will Hillary Clinton win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-HBID","Will Hunter Biden be the nominee for the Presidency for the Democratic party?","Hunter Biden",559678,"Will Liz Cheney win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-HBID","Will Hunter Biden be the nominee for the Presidency for the Democratic party?","Hunter Biden",559679,"Will Bernie Sanders win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-HBID","Will Hunter Biden be the nominee for the Presidency for the Democratic party?","Hunter Biden",559680,"Will Phil Murphy win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-HBID","Will Hunter Biden be the nominee for the Presidency for the Democratic party?","Hunter Biden",559681,"Will LeBron James win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-HBID","Will Hunter Biden be the nominee for the Presidency for the Democratic party?","Hunter Biden",559682,"Will Hunter Biden win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-HBID","Will Hunter Biden be the nominee for the Presidency for the Democratic party?","Hunter Biden",559683,"Will George Clooney win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-HBID","Will Hunter Biden be the nominee for the Presidency for the Democratic party?","Hunter Biden",559684,"Will Chelsea Clinton win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-HBID","Will Hunter Biden be the nominee for the Presidency for the Democratic party?","Hunter Biden",559685,"Will MrBeast win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-HBID","Will Hunter Biden be the nominee for the Presidency for the Democratic party?","Hunter Biden",559686,"Will Dwayne 'The Rock' Johnson win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-HBID","Will Hunter Biden be the nominee for the Presidency for the Democratic party?","Hunter Biden",559687,"Will Oprah Winfrey win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-HBID","Will Hunter Biden be the nominee for the Presidency for the Democratic party?","Hunter Biden",559688,"Will Andrew Yang win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-HBID","Will Hunter Biden be the nominee for the Presidency for the Democratic party?","Hunter Biden",559689,"Will Beto O’Rourke win the 2028 Democratic presidential nomination?"
"KXPRESNOMD-28-HBID","Will Hunter Biden be the nominee for the Presidency for the Democratic party?","Hunter Biden",559690,"Will Kim Kardashian win the 2028 Democratic presidential nomination?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555781,"Will Miley Cyrus perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555782,"Will Chappell Roan perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555783,"Will Oasis perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555784,"Will Christina Aguilera perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555785,"Will Sabrina Carpenter perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555786,"Will Metallica perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555787,"Will Dua Lipa perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555788,"Will Charli XCX perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555789,"Will Billie Eilish perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555790,"Will Post Malone perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555791,"Will No Doubt perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555792,"Will Taylor Swift perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555793,"Will Cardi B perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555794,"Will Ed Sheeran perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555795,"Will Doechii perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555796,"Will Justin Bieber perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555797,"Will Teddy Swims perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555798,"Will Adele perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555799,"Will Bad Bunny perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555800,"Will Drake perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555801,"Will Green Day perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555802,"Will Travis Scott perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555803,"Will Olivia Rodrigo perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555804,"Will Luke Combs perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555805,"Will Benson Boone perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555806,"Will The Killers perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555807,"Will Harry Styles perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555808,"Will Morgan Wallen perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555809,"Will Gracie Abrams perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555810,"Will Pink perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555811,"Will Foo Fighters perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",555812,"Will Robbie Williams perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ARI","Will Ariana Grande headline the Pro Football Championship halftime show?","Ariana Grande",556120,"Will Jay-Z perform during the Super Bowl LX halftime show?"
"KXRTTHELONGWALK-90","The Long Walk Rotten Tomatoes score Above 90?","Above 90",586077,"""The Long Walk"" Rotten Tomatoes score is less than 90?"
"KXRTTHELONGWALK-90","The Long Walk Rotten Tomatoes score Above 90?","Above 90",586078,"""The Long Walk"" Rotten Tomatoes score is between 90 and 91?"
"KXRTTHELONGWALK-90","The Long Walk Rotten Tomatoes score Above 90?","Above 90",586079,"""The Long Walk"" Rotten Tomatoes score is between 92 and 93?"
"KXRTTHELONGWALK-90","The Long Walk Rotten Tomatoes score Above 90?","Above 90",586080,"""The Long Walk"" Rotten Tomatoes score is between 94 and 95?"
"KXRTTHELONGWALK-90","The Long Walk Rotten Tomatoes score Above 90?","Above 90",586081,"""The Long Walk"" Rotten Tomatoes score is between 96 and 97?"
"KXRTTHELONGWALK-90","The Long Walk Rotten Tomatoes score Above 90?","Above 90",586082,"""The Long Walk"" Rotten Tomatoes score is 98 or above?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555781,"Will Miley Cyrus perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555782,"Will Chappell Roan perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555783,"Will Oasis perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555784,"Will Christina Aguilera perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555785,"Will Sabrina Carpenter perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555786,"Will Metallica perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555787,"Will Dua Lipa perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555788,"Will Charli XCX perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555789,"Will Billie Eilish perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555790,"Will Post Malone perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555791,"Will No Doubt perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555792,"Will Taylor Swift perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555793,"Will Cardi B perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555794,"Will Ed Sheeran perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555795,"Will Doechii perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555796,"Will Justin Bieber perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555797,"Will Teddy Swims perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555798,"Will Adele perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555799,"Will Bad Bunny perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555800,"Will Drake perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555801,"Will Green Day perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555802,"Will Travis Scott perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555803,"Will Olivia Rodrigo perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555804,"Will Luke Combs perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555805,"Will Benson Boone perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555806,"Will The Killers perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555807,"Will Harry Styles perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555808,"Will Morgan Wallen perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555809,"Will Gracie Abrams perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555810,"Will Pink perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555811,"Will Foo Fighters perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",555812,"Will Robbie Williams perform during the Super Bowl LX halftime show?"
"KXSUPERBOWLHEADLINE-26-ELT","Will Elton John headline the Pro Football Championship halftime show?","Elton John",556120,"Will Jay-Z perform during the Super Bowl LX halftime show?"
"KXESPYSOCCER-25-LAM","Best Soccer Player winner at the ESPYS?","Lamine Yamal",563856,"Will Aitana Bonmatí win the 2025 ESPYS award for Best Soccer Player?"
"KXESPYSOCCER-25-LAM","Best Soccer Player winner at the ESPYS?","Lamine Yamal",563857,"Will Christian Pulisic win the 2025 ESPYS award for Best Soccer Player?"
"KXESPYSOCCER-25-LAM","Best Soccer Player winner at the ESPYS?","Lamine Yamal",563858,"Will Alexia Putellas win the 2025 ESPYS award for Best Soccer Player?"
"KXESPYSOCCER-25-LAM","Best Soccer Player winner at the ESPYS?","Lamine Yamal",563859,"Will Lamine Yamal win the 2025 ESPYS award for Best Soccer Player?"
"KXESPYBESTATHLETEWOMEN-25-AJA","Will ‭A’ja Wilson be Best Athlete – Women’s Sports winner at the ESPYS?","‭A’ja Wilson",563651,"Will Simone Biles win the 2025 ESPYS award for Best Athlete - Women's Sports?"
"KXESPYBESTATHLETEWOMEN-25-AJA","Will ‭A’ja Wilson be Best Athlete – Women’s Sports winner at the ESPYS?","‭A’ja Wilson",563652,"Will Sydney McLaughlin-Levrone win the 2025 ESPYS award for Best Athlete - Women's Sports?"
"KXESPYBESTATHLETEWOMEN-25-AJA","Will ‭A’ja Wilson be Best Athlete – Women’s Sports winner at the ESPYS?","‭A’ja Wilson",563653,"Will Gabby Thomas win the 2025 ESPYS award for Best Athlete - Women's Sports?"
"KXESPYBESTATHLETEWOMEN-25-AJA","Will ‭A’ja Wilson be Best Athlete – Women’s Sports winner at the ESPYS?","‭A’ja Wilson",563654,"Will A’ja Wilson win the 2025 ESPYS award for Best Athlete - Women's Sports?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561973,"Will Donald Trump win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561974,"Will J.D. Vance win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561975,"Will Marco Rubio win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561976,"Will Tulsi Gabbard win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561977,"Will Glenn Youngkin win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561978,"Will Donald Trump Jr. win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561979,"Will Ron DeSantis win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561980,"Will Nikki Haley win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561981,"Will Vivek Ramaswamy win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561982,"Will Sarah Huckabee Sanders win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561983,"Will Greg Abbott win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561984,"Will Robert F. Kennedy Jr. win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561985,"Will Brian Kemp win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561986,"Will Byron Donalds win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561987,"Will Elise Stefanik win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561988,"Will Josh Hawley win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561989,"Will Ted Cruz win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561990,"Will Elon Musk win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561991,"Will Matt Gaetz win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561992,"Will Katie Britt win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561993,"Will John Thune win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561994,"Will Kristi Noem win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561995,"Will Mike Pence win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561996,"Will Tucker Carlson win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561998,"Will Ivanka Trump win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",561999,"Will Tom Brady win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",562000,"Will Rand Paul win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",562001,"Will Steve Bannon win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",562002,"Will Erika Kirk win the 2028 Republican presidential nomination?"
"KXPRESNOMR-28-KB","Will Katie Britt be the nominee for the Presidency for the Republican party?","Katie Britt",562003,"Will Kim Kardashian win the 2028 Republican presidential nomination?"
"KXMEXICOCITY-25","Will Trump reinstate the Mexico City policy on day 1?","On January 20, 2025",518610,"Trump reinstates Mexico City policy on Day 1?"
"KXTRUMPNETFAVINAUG","Will Trump have a positive favorability rating on Inauguration Day?","Before 2025",515820,"Trump positive favorability on inauguration day?"
"KXCHILE1ROUND-25","Will a candidate win outright in Chile’s first round?","On Nov 16, 2025",571950,"Will any presidential candidate win outright in the first round of the Chile's election?"
"KXVANCE-26JAN01-MC","Will Mike Carey replace JD Vance as Ohio Senator?","Mike Carey",512313,"Will Vivek Ramaswamy be appointed as the next Ohio senator?"
"KXVANCE-26JAN01-MC","Will Mike Carey replace JD Vance as Ohio Senator?","Mike Carey",512314,"Will Frank LaRose be appointed as the next Ohio senator?"
"KXVANCE-26JAN01-MC","Will Mike Carey replace JD Vance as Ohio Senator?","Mike Carey",512315,"Will Matt Dolan be appointed as the next Ohio senator?"
"KXVANCE-26JAN01-MC","Will Mike Carey replace JD Vance as Ohio Senator?","Mike Carey",512316,"Will Jane Timken be appointed as the next Ohio senator?"
"KXVANCE-26JAN01-MC","Will Mike Carey replace JD Vance as Ohio Senator?","Mike Carey",512317,"Will Jon Husted be appointed as the next Ohio senator?"
"KXVANCE-26JAN01-MC","Will Mike Carey replace JD Vance as Ohio Senator?","Mike Carey",512318,"Will Mike Carey be appointed as the next Ohio senator?"
"KXVANCE-26JAN01-MC","Will Mike Carey replace JD Vance as Ohio Senator?","Mike Carey",512319,"Will Warren Davidson be appointed as the next Ohio senator?"
"KXRTJURASSICWORLDREBIRTH-52","Jurassic World Rebirth Rotten Tomatoes score Above 52?","Above 52",551879,"Will ""Jurassic World: Rebirth"" Rotten Tomatoes score be less than 40?"
"KXRTJURASSICWORLDREBIRTH-52","Jurassic World Rebirth Rotten Tomatoes score Above 52?","Above 52",551880,"Will ""Jurassic World: Rebirth"" Rotten Tomatoes score be between 40–49?"
"KXRTJURASSICWORLDREBIRTH-52","Jurassic World Rebirth Rotten Tomatoes score Above 52?","Above 52",551881,"Will ""Jurassic World: Rebirth"" Rotten Tomatoes score be between 50–59?"
"KXRTJURASSICWORLDREBIRTH-52","Jurassic World Rebirth Rotten Tomatoes score Above 52?","Above 52",551882,"Will ""Jurassic World: Rebirth"" Rotten Tomatoes score be between 60–69?"
"KXRTJURASSICWORLDREBIRTH-52","Jurassic World Rebirth Rotten Tomatoes score Above 52?","Above 52",551883,"Will ""Jurassic World: Rebirth"" Rotten Tomatoes score be between 70–79?"
"KXRTJURASSICWORLDREBIRTH-52","Jurassic World Rebirth Rotten Tomatoes score Above 52?","Above 52",551884,"Will ""Jurassic World: Rebirth"" Rotten Tomatoes score be 80 or higher?"
"KXGRAMMYNOMBRA-68-ALF","2026 Grammy nominees for Best Rap Album?","Alfredo 2",627961,"Will GNX (Kendrick Lamar) be nominated for Best Rap Album at the 68th Annual GRAMMY Awards?"
"KXGRAMMYNOMBRA-68-ALF","2026 Grammy nominees for Best Rap Album?","Alfredo 2",627962,"Will Chromakopia (Tyler the Creator) be nominated for Best Rap Album at the 68th Annual GRAMMY Awards?"
"KXGRAMMYNOMBRA-68-ALF","2026 Grammy nominees for Best Rap Album?","Alfredo 2",627963,"Will Let God Sort Em Out (Clipse Pusha T Malice) be nominated for Best Rap Album at the 68th Annual GRAMMY Awards?"
"KXGRAMMYNOMBRA-68-ALF","2026 Grammy nominees for Best Rap Album?","Alfredo 2",627964,"Will Music (Playboi Carti) be nominated for Best Rap Album at the 68th Annual GRAMMY Awards?"
"KXGRAMMYNOMBRA-68-ALF","2026 Grammy nominees for Best Rap Album?","Alfredo 2",627965,"Will Balloonerism (Mac Miller) be nominated for Best Rap Album at the 68th Annual GRAMMY Awards?"
"KXGRAMMYNOMBRA-68-ALF","2026 Grammy nominees for Best Rap Album?","Alfredo 2",627966,"Will Lotus (Little Simz) be nominated for Best Rap Album at the 68th Annual GRAMMY Awards?"
"KXGRAMMYNOMBRA-68-ALF","2026 Grammy nominees for Best Rap Album?","Alfredo 2",627967,"Will Lethal (Rico Nasty) be nominated for Best Rap Album at the 68th Annual GRAMMY Awards?"
"KXGRAMMYNOMBRA-68-ALF","2026 Grammy nominees for Best Rap Album?","Alfredo 2",627968,"Will Only Dust Remains (Backxwash) be nominated for Best Rap Album at the 68th Annual GRAMMY Awards?"
"KXGRAMMYNOMBRA-68-ALF","2026 Grammy nominees for Best Rap Album?","Alfredo 2",627969,"Will More Chaos (Ken Carson) be nominated for Best Rap Album at the 68th Annual GRAMMY Awards?"
"KXGRAMMYNOMBRA-68-ALF","2026 Grammy nominees for Best Rap Album?","Alfredo 2",627970,"Will GOLLIWOG (Billy Woods) be nominated for Best Rap Album at the 68th Annual GRAMMY Awards?"
