"event_ticker.kalshi","event_title.kalshi","event_id.polym","event_title.polym","same_question"
"KXAPRPOTUSEOY-26JAN01","The President's RCP approval rating on Jan 1, 2026?",5625,"What will be Joe Biden's RCP job approval rating on January 21?","FALSE"
"KXPRESLEAVEFR-26","Will Macron leave office in 2025?",902162,"Will Macron remain President of France through July 10?","FALSE"
"KXGDPYEAR-25","GDP growth in 2025?",38001,"GDP growth in 2025","TRUE"
"KXNBERRECESSQ","When will the next US recession start?",5852,"When will the next recession happen in the US?","TRUE"
"KXBRAZILINF-25DEC-5.50","Will inflation in Brazil be below 5.50% in Dec 2025?",20390,"Brazil’s 12-month inflation below 5.50% for December 2025?","TRUE"
"KXAMERICAPROFIT-25","Will America profit in any month of 2025?",17577,"Will America be profitable any month in 2025?","TRUE"
"KXBTCMENTIONULBRICHT-25MAY29","What will Ross Ulbricht say at Bitcoin2025 Conference?",25405,"What will Ross Ulbricht say at the Bitcoin 2025 conference?","TRUE"
"KXBTCMENTIONVANCE-25MAY28","What will JD Vance say at Bitcoin2025?",24597,"What will JD Vance say during Bitcoin 2025 conference on May 28th?","TRUE"
"KXPRIVACYUPDATENYT-26","Will The New York Times update its privacy policy this year?",26273,"Will The New York Times update its privacy policy before July?","FALSE"
"KXNEWROLEX-26JAN","Who will be the next CEO of X?",31711,"Next CEO of X?","TRUE"
"VISIONPRO","Apple Vision Pro release date?",40047,"Apple Vision Pro 2 released by December 31?","FALSE"
"KXNEWROLEVOGUE-30JAN","Who will be the next Editor-in-Chief of Vogue?",32428,"Vogue next editor-in-chief?","TRUE"
"KXJONYIVEMETA-25SEP","Will Jony Ive join Meta before Sep 2025?",28386,"Will Jony Ive join Meta before August?","FALSE"
"OPENAISUIT","Elon Musk wins OpenAI lawsuit?",15472,"Will Elon Musk settle lawsuit with OpenAI before 2025?","FALSE"
"KXRELEASEIPHONE-25","Will Apple release the iPhone 17 before Sep 10, 2025?",39869,"Will Apple release iPhone 17 by September 9?","TRUE"
"KXTRUMPPHONE","Trump Mobile smartphone released before Sep 2025?",27394,"Trump Mobile smartphone released before September?","TRUE"
"ROBOTAXI-24","Tesla Robotaxi revealed on time?",10278,"Tesla Robotaxi unveiling delayed?","TRUE"
"KXAIRTAG2-25","Will Apple release the Airtag 2 in 2025?",37560,"Will Apple release AirTag 2 this year?","FALSE"
"KXLEAVEJONYIVEOAI-25","Will Jony Ive leave OpenAI in 2025?",28382,"Jony Ive out at OpenAI before August?","FALSE"
"KXAIRTAGS2PRICE-27","Will the AirTag 2 cost at least $30?",38555,"Apple AirTags 2 priced below $30 USD at release?","TRUE"
"KXLEAVEMAGUIRESEQUOIA-25","Will Shaun Maguire leave Sequoia in 2025?",31351,"Shaun Maguire out at Sequoia in 2025?","TRUE"
"KXMUSKPACKAGEVOTE-26JAN01","Will Tesla shareholders approve Elon Musk's new pay package this year?",10899,"Elon Musk's $56bn Tesla pay package approved?","TRUE"
"KXBTCMAX150-25","When will Bitcoin hit $150k?",36173,"When will Bitcoin hit $150k?","TRUE"
"KXNEWCOINCHAIN-25","What chain will Kanye launch his token on?",19280,"What chain will Kanye launch his token on?","TRUE"
"KXBTCMAX100INAUG-25","Will Bitcoin hit $100k before Trump's inauguration?",16577,"Will Bitcoin hit $100k before Trump inauguration?","TRUE"
"KXTOKENLAUNCHOPENSEA","When will OpenSea launch a token?",5825,"When will OpenSea launch their token?","TRUE"
"KXDOGEMAX69-25","Will Dogecoin hit 69¢ by Inauguration Day?",14609,"Will DOGE hit 69¢ by Inauguration Day?","TRUE"
"KXTOKENLAUNCHINFINEX-26JAN01","Will Infinex launch a token in 2025?",29397,"Will Infinex launch a token in 2025?","TRUE"
"KXAIRDROPMEGA","When will MegaETH conduct an airdrop?",29005,"MegaETH airdrop by...?","TRUE"
"KXSOLANAATH-26JAN01","Will Solana hit a new all time high in 2025?",3331,"Will Solana (SOL) reach an all-time high by January 14?","FALSE"
"KXTOKENLAUNCHAXIOM-26JAN01","Will Axiom launch a token in 2025?",40286,"Will Axiom launch a token in 2025?","TRUE"
"KXDJTNFT-25","Will Donald Trump launch an NFT in 2025?",19908,"Will Trump launch an NFT before July?","FALSE"
"KXDJTCHAIN-25","Will Donald Trump launch a new blockchain in 2025?",19907,"Will Trump launch a blockchain before July?","TRUE"
"KXFDVRAINBOW-25DEC31","What will Rainbow FDV be 1 day after launch?",48364,"Rainbow FDV above ___ one day after launch?","The two questions are not logically equivalent. Question 1 is asking for a specific value or prediction of the Rainbow FDV one day after launch, while Question 2 is inquiring whether the FDV will be above a certain unspecified threshold one day after launch. Therefore, the correct answer is FALSE."
"KXTOKENLAUNCHABSTRACT-26JAN01","Will Abstract launch a token before Jan 1, 2026?",40285,"Will Abstract launch a token in 2025?","TRUE"
"KXUSDCMIN-25DEC31","Will USDC de-peg in 2025?",901401,"Will $USDC depeg by March 31?","FALSE"
"KXELSALVADORBTC-25","When will El Salvador's Bitcoin holdings be worth $1 billion?",40091,"Will El Salvador hold $1b+ of BTC by...?","TRUE"
"KXFDVMEGAETH-27JAN01","What will MegaETH FDV be at 10:00 AM ET 1 day after launch?",28999,"MegaETH market cap (FDV) one day after launch?","TRUE"
"KXBTCE-24NOV0616","Bitcoin price day after election?",14020,"Bitcoin all time high day after election?","FALSE"
"KXUSDTMIN-25DEC31","Will Tether de-peg in 2025?",4800,"Will Tether lose its peg by November 30, 2021?","FALSE"
"KXAIRDROPPUMPFUN","When will PumpFun conduct an airdrop?",25930,"Pump.fun airdrop by ....?","TRUE"
"KXSNSBTC-25JUN","Will Steak n' Shake accept crypto as payment before Jun 2025?",20530,"Steak 'n Shake accepts Bitcoin before July?","FALSE"
"KXAIRDROPHYPE","When will Hyperliquid conduct an airdrop?",10614,"Hyperliquid airdrop by June 30?","TRUE"
"KXTREASURYMAX5-25","Will Treasury note yields hit 5% in 2025?",834777,"Will US 10-yr treasury bond yield reach 5% by November 8, 2022?","FALSE"
"KXNEWOUTBREAKPMEASLES","New Measles pandemic in 2025?",19716,"Measles pandemic before July?","FALSE"
"KXAIOPEN-26","Will an open-source AI model become top 3 in 2025?",16555,"Will an open-source AI model become Top 3 this year?","FALSE"
"KXFIELDS-26","Who will win the Fields Medal in 2026?",5820,"Who will win the 2022 Fields Medal?","FALSE"
"KXGPTS-27","Will OpenAI release GPT4.5 before GPT5?",903195,"Will OpenAI release GPT-4.5 before April?","TRUE"
"KXCHOPSTICKS-25","Will SpaceX successfully use the chopsticks to catch the next Starship SuperHeavy launch?",14461,"Will the chopsticks catch SpaceX's Super Heavy?","TRUE"
"IMOAI","AI wins IMO gold medal in 2025?",16228,"AI wins IMO gold medal in 2025?","TRUE"
"KXGROK3-25","Will Grok 3 be the best AI model at some point in 2025?",31407,"Will Grok-4 be the top AI before August?","FALSE"
"KXSTARSHIPFL","Will SpaceX's Starship launch from Florida this year?",903139,"Will SpaceX's Starship launch before March?","FALSE"
